attendId,empId,month,year,workDays,absenceDays,overtimeHours,lateCount
ATT0006293,EMP0525,5,2024,22,0,4,2
ATT0006294,EMP0525,6,2024,20,0,2,1
ATT0006295,EMP0525,7,2024,18,3,3,0
ATT0006296,EMP0525,8,2024,19,1,12,2
ATT0006297,EMP0525,9,2024,21,3,18,3
ATT0006298,EMP0525,10,2024,18,3,4,3
ATT0006299,EMP0525,11,2024,22,1,14,3
ATT0006300,EMP0525,12,2024,22,1,14,3
ATT0006301,EMP0526,1,2024,22,3,11,0
ATT0006302,EMP0526,2,2024,19,0,5,1
ATT0006303,EMP0526,3,2024,18,3,15,2
ATT0006304,EMP0526,4,2024,18,1,7,3
ATT0006305,EMP0526,5,2024,19,2,9,3
ATT0006306,EMP0526,6,2024,18,2,0,2
ATT0006307,EMP0526,7,2024,22,3,16,3
ATT0006308,EMP0526,8,2024,19,0,13,2
ATT0006309,EMP0526,9,2024,19,0,19,2
ATT0006310,EMP0526,10,2024,18,2,9,3
ATT0006311,EMP0526,11,2024,22,0,15,0
ATT0006312,EMP0526,12,2024,20,2,4,3
ATT0006313,EMP0527,1,2024,18,3,13,0
ATT0006314,EMP0527,2,2024,19,2,15,1
ATT0006315,EMP0527,3,2024,21,2,12,1
ATT0006316,EMP0527,4,2024,21,0,12,2
ATT0006317,EMP0527,5,2024,19,3,2,1
ATT0006318,EMP0527,6,2024,22,2,4,2
ATT0006319,EMP0527,7,2024,22,2,12,0
ATT0006320,EMP0527,8,2024,21,0,2,1
ATT0006321,EMP0527,9,2024,20,0,1,2
ATT0006322,EMP0527,10,2024,18,3,18,1
ATT0006323,EMP0527,11,2024,20,1,0,0
ATT0006324,EMP0527,12,2024,19,0,0,3
ATT0006325,EMP0528,1,2024,22,0,0,1
ATT0006326,EMP0528,2,2024,20,2,5,1
ATT0006327,EMP0528,3,2024,19,3,15,2
ATT0006328,EMP0528,4,2024,22,0,19,0
ATT0006329,EMP0528,5,2024,21,3,13,1
ATT0006330,EMP0528,6,2024,22,1,17,2
ATT0006331,EMP0528,7,2024,20,3,3,0
ATT0006332,EMP0528,8,2024,21,0,3,2
ATT0006333,EMP0528,9,2024,19,0,18,0
ATT0006334,EMP0528,10,2024,18,3,5,3
ATT0006335,EMP0528,11,2024,20,2,11,1
ATT0006336,EMP0528,12,2024,19,2,2,0
ATT0006337,EMP0529,1,2024,22,3,14,1
ATT0006338,EMP0529,2,2024,18,0,7,1
ATT0006339,EMP0529,3,2024,22,0,14,3
ATT0006340,EMP0529,4,2024,20,2,10,1
ATT0006341,EMP0529,5,2024,22,1,3,2
ATT0006342,EMP0529,6,2024,19,1,11,1
ATT0006343,EMP0529,7,2024,19,2,3,2
ATT0006344,EMP0529,8,2024,19,0,9,1
ATT0006345,EMP0529,9,2024,21,1,19,3
ATT0006346,EMP0529,10,2024,20,0,16,2
ATT0006347,EMP0529,11,2024,21,2,1,0
ATT0006348,EMP0529,12,2024,20,3,10,0
ATT0006349,EMP0530,1,2024,19,0,3,1
ATT0006350,EMP0530,2,2024,18,3,18,1
ATT0006351,EMP0530,3,2024,21,0,11,1
ATT0006352,EMP0530,4,2024,22,3,2,1
ATT0006353,EMP0530,5,2024,22,2,0,1
ATT0006354,EMP0530,6,2024,21,1,9,2
ATT0006355,EMP0530,7,2024,19,3,0,0
ATT0006356,EMP0530,8,2024,21,3,9,3
ATT0006357,EMP0530,9,2024,20,2,18,2
ATT0006358,EMP0530,10,2024,22,1,13,0
ATT0006359,EMP0530,11,2024,22,1,2,3
ATT0006360,EMP0530,12,2024,22,0,3,0
ATT0006361,EMP0531,1,2024,18,3,5,1
ATT0006362,EMP0531,2,2024,21,3,19,1
ATT0006363,EMP0531,3,2024,18,0,2,1
ATT0006364,EMP0531,4,2024,19,0,18,1
ATT0006365,EMP0531,5,2024,20,3,11,2
ATT0006366,EMP0531,6,2024,21,3,10,2
ATT0006367,EMP0531,7,2024,22,1,16,3
ATT0006368,EMP0531,8,2024,21,1,14,1
ATT0006369,EMP0531,9,2024,19,0,12,2
ATT0006370,EMP0531,10,2024,20,2,4,0
ATT0006371,EMP0531,11,2024,22,1,3,1
ATT0006372,EMP0531,12,2024,19,2,14,0
ATT0006373,EMP0532,1,2024,20,2,18,3
ATT0006374,EMP0532,2,2024,18,0,7,3
ATT0006375,EMP0532,3,2024,19,2,11,3
ATT0006376,EMP0532,4,2024,19,1,14,3
ATT0006377,EMP0532,5,2024,20,2,8,1
ATT0006378,EMP0532,6,2024,18,3,10,3
ATT0006379,EMP0532,7,2024,19,1,20,3
ATT0006380,EMP0532,8,2024,21,2,15,3
ATT0006381,EMP0532,9,2024,21,0,16,3
ATT0006382,EMP0532,10,2024,19,2,11,1
ATT0006383,EMP0532,11,2024,19,3,16,3
ATT0006384,EMP0532,12,2024,19,0,19,3
ATT0006385,EMP0533,1,2024,22,2,3,3
ATT0006386,EMP0533,2,2024,19,3,19,1
ATT0006387,EMP0533,3,2024,18,0,14,3
ATT0006388,EMP0533,4,2024,20,2,13,2
ATT0006389,EMP0533,5,2024,21,2,8,3
ATT0006390,EMP0533,6,2024,20,0,17,3
ATT0006391,EMP0533,7,2024,18,2,9,3
ATT0006392,EMP0533,8,2024,21,1,15,0
ATT0006393,EMP0533,9,2024,18,2,2,3
ATT0006394,EMP0533,10,2024,22,1,1,0
ATT0006395,EMP0533,11,2024,22,2,9,3
ATT0006396,EMP0533,12,2024,21,2,14,3
ATT0006397,EMP0534,1,2024,20,1,7,0
ATT0006398,EMP0534,2,2024,19,2,15,3
ATT0006399,EMP0534,3,2024,21,2,5,1
ATT0006400,EMP0534,4,2024,21,0,3,2
ATT0006401,EMP0534,5,2024,18,3,13,1
ATT0006402,EMP0534,6,2024,22,3,18,3
ATT0006403,EMP0534,7,2024,20,3,12,0
ATT0006404,EMP0534,8,2024,21,2,9,3
ATT0006405,EMP0534,9,2024,19,2,17,0
ATT0006406,EMP0534,10,2024,21,0,9,3
ATT0006407,EMP0534,11,2024,22,3,6,1
ATT0006408,EMP0534,12,2024,18,3,19,2
ATT0006409,EMP0535,1,2024,18,3,13,1
ATT0006410,EMP0535,2,2024,19,2,20,3
ATT0006411,EMP0535,3,2024,21,0,11,3
ATT0006412,EMP0535,4,2024,18,1,5,3
ATT0006413,EMP0535,5,2024,20,3,8,0
ATT0006414,EMP0535,6,2024,19,0,19,0
ATT0006415,EMP0535,7,2024,18,3,19,2
ATT0006416,EMP0535,8,2024,21,2,11,1
ATT0006417,EMP0535,9,2024,19,0,2,1
ATT0006418,EMP0535,10,2024,19,2,14,2
ATT0006419,EMP0535,11,2024,20,0,17,1
ATT0006420,EMP0535,12,2024,18,1,3,0
ATT0006421,EMP0536,1,2024,21,2,5,0
ATT0006422,EMP0536,2,2024,20,2,8,1
ATT0006423,EMP0536,3,2024,21,0,0,3
ATT0006424,EMP0536,4,2024,19,2,20,0
ATT0006425,EMP0536,5,2024,21,1,0,3
ATT0006426,EMP0536,6,2024,20,0,15,2
ATT0006427,EMP0536,7,2024,21,3,14,2
ATT0006428,EMP0536,8,2024,22,3,17,3
ATT0006429,EMP0536,9,2024,21,1,9,3
ATT0006430,EMP0536,10,2024,20,0,3,0
ATT0006431,EMP0536,11,2024,18,3,11,3
ATT0006432,EMP0536,12,2024,22,2,5,2
ATT0006433,EMP0537,1,2024,20,1,5,1
ATT0006434,EMP0537,2,2024,19,3,11,2
ATT0006435,EMP0537,3,2024,19,0,10,2
ATT0006436,EMP0537,4,2024,19,2,17,3
ATT0006437,EMP0537,5,2024,19,2,16,2
ATT0006438,EMP0537,6,2024,18,3,18,2
ATT0006439,EMP0537,7,2024,19,1,2,2
ATT0006440,EMP0537,8,2024,18,3,0,1
ATT0006441,EMP0537,9,2024,21,3,3,3
ATT0006442,EMP0537,10,2024,19,1,8,3
ATT0006443,EMP0537,11,2024,18,2,1,3
ATT0006444,EMP0537,12,2024,20,3,15,0
ATT0006445,EMP0538,1,2024,21,3,15,2
ATT0006446,EMP0538,2,2024,18,3,3,2
ATT0006447,EMP0538,3,2024,19,3,18,1
ATT0006448,EMP0538,4,2024,20,2,18,0
ATT0006449,EMP0538,5,2024,21,1,2,2
ATT0006450,EMP0538,6,2024,20,3,19,2
ATT0006451,EMP0538,7,2024,22,3,2,3
ATT0006452,EMP0538,8,2024,18,1,8,2
ATT0006453,EMP0538,9,2024,19,3,6,3
ATT0006454,EMP0538,10,2024,18,3,8,0
ATT0006455,EMP0538,11,2024,19,0,4,0
ATT0006456,EMP0538,12,2024,18,0,14,2
ATT0006457,EMP0539,1,2024,20,2,20,2
ATT0006458,EMP0539,2,2024,20,2,18,0
ATT0006459,EMP0539,3,2024,20,2,18,3
ATT0006460,EMP0539,4,2024,20,0,16,1
ATT0006461,EMP0539,5,2024,20,1,12,2
ATT0006462,EMP0539,6,2024,19,0,18,2
ATT0006463,EMP0539,7,2024,22,1,12,2
ATT0006464,EMP0539,8,2024,18,0,6,0
ATT0006465,EMP0539,9,2024,18,2,7,0
ATT0006466,EMP0539,10,2024,19,0,1,0
ATT0006467,EMP0539,11,2024,22,3,5,1
ATT0006468,EMP0539,12,2024,22,2,16,3
ATT0006469,EMP0540,1,2024,21,2,9,3
ATT0006470,EMP0540,2,2024,21,3,7,0
ATT0006471,EMP0540,3,2024,20,1,13,1
ATT0006472,EMP0540,4,2024,18,1,7,0
ATT0006473,EMP0540,5,2024,21,3,19,0
ATT0006474,EMP0540,6,2024,20,2,5,1
ATT0006475,EMP0540,7,2024,21,3,20,2
ATT0006476,EMP0540,8,2024,22,0,11,0
ATT0006477,EMP0540,9,2024,19,0,19,3
ATT0006478,EMP0540,10,2024,21,2,4,0
ATT0006479,EMP0540,11,2024,22,2,4,3
ATT0006480,EMP0540,12,2024,21,3,12,3
ATT0006481,EMP0541,1,2024,21,1,13,1
ATT0006482,EMP0541,2,2024,20,0,6,3
ATT0006483,EMP0541,3,2024,19,3,7,0
ATT0006484,EMP0541,4,2024,20,1,13,3
ATT0006485,EMP0541,5,2024,18,2,14,2
ATT0006486,EMP0541,6,2024,22,2,0,3
ATT0006487,EMP0541,7,2024,19,1,1,3
ATT0006488,EMP0541,8,2024,19,3,3,0
ATT0006489,EMP0541,9,2024,20,1,14,2
ATT0006490,EMP0541,10,2024,18,0,10,1
ATT0006491,EMP0541,11,2024,21,1,6,0
ATT0006492,EMP0541,12,2024,19,2,17,1
ATT0006493,EMP0542,1,2024,20,1,8,0
ATT0006494,EMP0542,2,2024,19,0,3,3
ATT0006495,EMP0542,3,2024,20,0,17,1
ATT0006496,EMP0542,4,2024,22,1,15,2
ATT0006497,EMP0542,5,2024,19,0,4,2
ATT0006498,EMP0542,6,2024,21,3,11,3
ATT0006499,EMP0542,7,2024,18,3,4,2
ATT0006500,EMP0542,8,2024,21,2,13,1
ATT0006501,EMP0542,9,2024,20,2,13,1
ATT0006502,EMP0542,10,2024,21,1,0,1
ATT0006503,EMP0542,11,2024,18,2,18,3
ATT0006504,EMP0542,12,2024,19,2,16,2
ATT0006505,EMP0543,1,2024,18,0,16,2
ATT0006506,EMP0543,2,2024,18,0,3,3
ATT0006507,EMP0543,3,2024,21,2,19,1
ATT0006508,EMP0543,4,2024,22,1,2,2
ATT0006509,EMP0543,5,2024,20,2,7,1
ATT0006510,EMP0543,6,2024,20,3,0,0
ATT0006511,EMP0543,7,2024,22,0,8,3
ATT0006512,EMP0543,8,2024,20,0,4,3
ATT0006513,EMP0543,9,2024,18,1,10,1
ATT0006514,EMP0543,10,2024,21,2,17,3
ATT0006515,EMP0543,11,2024,22,1,11,3
ATT0006516,EMP0543,12,2024,20,2,3,3
ATT0006517,EMP0544,1,2024,18,1,4,1
ATT0006518,EMP0544,2,2024,19,2,20,3
ATT0006519,EMP0544,3,2024,19,1,10,3
ATT0006520,EMP0544,4,2024,18,3,16,3
ATT0006521,EMP0544,5,2024,22,0,12,1
ATT0006522,EMP0544,6,2024,21,2,18,2
ATT0006523,EMP0544,7,2024,19,3,8,2
ATT0006524,EMP0544,8,2024,20,3,17,2
ATT0006525,EMP0544,9,2024,20,3,7,3
ATT0006526,EMP0544,10,2024,19,0,8,3
ATT0006527,EMP0544,11,2024,19,1,6,3
ATT0006528,EMP0544,12,2024,22,3,17,0
ATT0006529,EMP0545,1,2024,21,1,17,0
ATT0006530,EMP0545,2,2024,18,3,12,3
ATT0006531,EMP0545,3,2024,20,3,16,1
ATT0006532,EMP0545,4,2024,21,1,9,1
ATT0006533,EMP0545,5,2024,22,2,10,0
ATT0006534,EMP0545,6,2024,19,0,6,3
ATT0006535,EMP0545,7,2024,20,3,10,1
ATT0006536,EMP0545,8,2024,19,2,4,2
ATT0006537,EMP0545,9,2024,19,3,15,2
ATT0006538,EMP0545,10,2024,20,2,4,2
ATT0006539,EMP0545,11,2024,18,0,1,0
ATT0006540,EMP0545,12,2024,21,1,16,1
ATT0006541,EMP0546,1,2024,21,0,15,0
ATT0006542,EMP0546,2,2024,20,3,7,3
ATT0006543,EMP0546,3,2024,20,0,13,3
ATT0006544,EMP0546,4,2024,20,0,19,2
ATT0006545,EMP0546,5,2024,21,0,18,1
ATT0006546,EMP0546,6,2024,18,2,7,1
ATT0006547,EMP0546,7,2024,22,3,20,0
ATT0006548,EMP0546,8,2024,19,1,14,3
ATT0006549,EMP0546,9,2024,19,1,7,3
ATT0006550,EMP0546,10,2024,20,0,17,3
ATT0006551,EMP0546,11,2024,19,1,3,2
ATT0006552,EMP0546,12,2024,19,2,2,2
ATT0006553,EMP0547,1,2024,20,1,16,1
ATT0006554,EMP0547,2,2024,21,3,10,2
ATT0006555,EMP0547,3,2024,22,1,19,2
ATT0006556,EMP0547,4,2024,19,2,14,2
ATT0006557,EMP0547,5,2024,21,1,0,3
ATT0006558,EMP0547,6,2024,18,0,9,0
ATT0006559,EMP0547,7,2024,18,0,16,2
ATT0006560,EMP0547,8,2024,19,1,8,1
ATT0006561,EMP0547,9,2024,19,3,17,0
ATT0006562,EMP0547,10,2024,19,0,2,1
ATT0006563,EMP0547,11,2024,20,1,12,0
ATT0006564,EMP0547,12,2024,21,1,6,0
ATT0006565,EMP0548,1,2024,21,0,3,3
ATT0006566,EMP0548,2,2024,22,3,8,0
ATT0006567,EMP0548,3,2024,19,2,0,1
ATT0006568,EMP0548,4,2024,18,2,5,1
ATT0006569,EMP0548,5,2024,22,2,7,0
ATT0006570,EMP0548,6,2024,20,3,7,1
ATT0006571,EMP0548,7,2024,22,1,8,0
ATT0006572,EMP0548,8,2024,22,2,9,2
ATT0006573,EMP0548,9,2024,21,2,11,1
ATT0006574,EMP0548,10,2024,20,2,14,0
ATT0006575,EMP0548,11,2024,21,0,13,3
ATT0006576,EMP0548,12,2024,19,1,2,0
ATT0006577,EMP0549,1,2024,20,1,0,2
ATT0006578,EMP0549,2,2024,20,1,9,1
ATT0006579,EMP0549,3,2024,19,1,19,2
ATT0006580,EMP0549,4,2024,18,0,5,1
ATT0006581,EMP0549,5,2024,20,2,4,3
ATT0006582,EMP0549,6,2024,21,1,6,1
ATT0006583,EMP0549,7,2024,21,3,15,1
ATT0006584,EMP0549,8,2024,18,0,20,3
ATT0006585,EMP0549,9,2024,21,2,2,3
ATT0006586,EMP0549,10,2024,18,2,11,1
ATT0006587,EMP0549,11,2024,18,0,0,1
ATT0006588,EMP0549,12,2024,22,2,10,2
ATT0006589,EMP0550,1,2024,19,3,8,1
ATT0006590,EMP0550,2,2024,21,3,19,0
ATT0006591,EMP0550,3,2024,19,2,5,2
ATT0006592,EMP0550,4,2024,18,3,10,2
ATT0006593,EMP0550,5,2024,18,0,7,0
ATT0006594,EMP0550,6,2024,20,0,16,2
ATT0006595,EMP0550,7,2024,19,2,14,1
ATT0006596,EMP0550,8,2024,19,3,15,2
ATT0006597,EMP0550,9,2024,21,3,16,2
ATT0006598,EMP0550,10,2024,22,0,19,1
ATT0006599,EMP0550,11,2024,20,2,10,1
ATT0006600,EMP0550,12,2024,18,2,15,0
ATT0006601,EMP0551,1,2024,20,0,1,3
ATT0006602,EMP0551,2,2024,20,1,7,0
ATT0006603,EMP0551,3,2024,20,0,16,2
ATT0006604,EMP0551,4,2024,21,0,3,1
ATT0006605,EMP0551,5,2024,20,0,6,1
ATT0006606,EMP0551,6,2024,21,3,11,2
ATT0006607,EMP0551,7,2024,18,1,1,2
ATT0006608,EMP0551,8,2024,20,1,19,1
ATT0006609,EMP0551,9,2024,18,1,16,3
ATT0006610,EMP0551,10,2024,19,3,0,3
ATT0006611,EMP0551,11,2024,18,3,0,1
ATT0006612,EMP0551,12,2024,22,2,14,0
ATT0006613,EMP0552,1,2024,20,2,12,3
ATT0006614,EMP0552,2,2024,18,1,19,0
ATT0006615,EMP0552,3,2024,22,3,5,2
ATT0006616,EMP0552,4,2024,19,0,16,2
ATT0006617,EMP0552,5,2024,19,0,0,1
ATT0006618,EMP0552,6,2024,22,1,15,1
ATT0006619,EMP0552,7,2024,22,2,16,2
ATT0006620,EMP0552,8,2024,20,0,9,3
ATT0006621,EMP0552,9,2024,21,2,0,3
ATT0006622,EMP0552,10,2024,18,3,20,3
ATT0006623,EMP0552,11,2024,19,3,12,0
ATT0006624,EMP0552,12,2024,22,3,3,0
ATT0006625,EMP0553,1,2024,21,2,8,0
ATT0006626,EMP0553,2,2024,20,2,6,3
ATT0006627,EMP0553,3,2024,20,0,17,1
ATT0006628,EMP0553,4,2024,21,2,16,0
ATT0006629,EMP0553,5,2024,21,0,5,3
ATT0006630,EMP0553,6,2024,21,0,2,0
ATT0006631,EMP0553,7,2024,19,0,12,2
ATT0006632,EMP0553,8,2024,18,1,18,2
ATT0006633,EMP0553,9,2024,19,2,12,3
ATT0006634,EMP0553,10,2024,20,3,20,3
ATT0006635,EMP0553,11,2024,21,3,0,2
ATT0006636,EMP0553,12,2024,20,0,20,3
ATT0006637,EMP0554,1,2024,22,1,5,0
ATT0006638,EMP0554,2,2024,19,2,7,1
ATT0006639,EMP0554,3,2024,21,1,9,0
ATT0006640,EMP0554,4,2024,21,3,8,0
ATT0006641,EMP0554,5,2024,18,0,19,0
ATT0006642,EMP0554,6,2024,22,3,15,0
ATT0006643,EMP0554,7,2024,21,0,6,1
ATT0006644,EMP0554,8,2024,19,3,12,3
ATT0006645,EMP0554,9,2024,18,2,1,2
ATT0006646,EMP0554,10,2024,22,0,15,1
ATT0006647,EMP0554,11,2024,22,0,3,1
ATT0006648,EMP0554,12,2024,20,2,3,2
ATT0006649,EMP0555,1,2024,22,1,0,0
ATT0006650,EMP0555,2,2024,21,0,18,0
ATT0006651,EMP0555,3,2024,18,0,3,0
ATT0006652,EMP0555,4,2024,18,2,10,2
ATT0006653,EMP0555,5,2024,20,3,3,3
ATT0006654,EMP0555,6,2024,18,0,0,1
ATT0006655,EMP0555,7,2024,21,0,6,1
ATT0006656,EMP0555,8,2024,20,2,17,3
ATT0006657,EMP0555,9,2024,18,2,13,1
ATT0006658,EMP0555,10,2024,21,1,8,1
ATT0006659,EMP0555,11,2024,20,0,15,3
ATT0006660,EMP0555,12,2024,18,2,18,2
ATT0006661,EMP0556,1,2024,21,2,0,2
ATT0006662,EMP0556,2,2024,18,0,16,2
ATT0006663,EMP0556,3,2024,20,1,15,3
ATT0006664,EMP0556,4,2024,18,1,9,0
ATT0006665,EMP0556,5,2024,18,2,19,1
ATT0006666,EMP0556,6,2024,20,3,4,1
ATT0006667,EMP0556,7,2024,19,0,7,3
ATT0006668,EMP0556,8,2024,18,2,10,1
ATT0006669,EMP0556,9,2024,19,2,16,1
ATT0006670,EMP0556,10,2024,18,3,4,2
ATT0006671,EMP0556,11,2024,19,1,16,1
ATT0006672,EMP0556,12,2024,22,3,13,0
ATT0006673,EMP0557,1,2024,20,0,0,3
ATT0006674,EMP0557,2,2024,19,2,4,1
ATT0006675,EMP0557,3,2024,20,0,13,1
ATT0006676,EMP0557,4,2024,20,2,11,3
ATT0006677,EMP0557,5,2024,19,0,20,3
ATT0006678,EMP0557,6,2024,22,1,4,3
ATT0006679,EMP0557,7,2024,18,2,11,3
ATT0006680,EMP0557,8,2024,18,2,7,1
ATT0006681,EMP0557,9,2024,22,2,17,2
ATT0006682,EMP0557,10,2024,21,3,15,2
ATT0006683,EMP0557,11,2024,21,2,5,2
ATT0006684,EMP0557,12,2024,20,2,5,2
ATT0006685,EMP0558,1,2024,19,1,18,0
ATT0006686,EMP0558,2,2024,19,1,12,0
ATT0006687,EMP0558,3,2024,22,3,5,3
ATT0006688,EMP0558,4,2024,21,2,11,1
ATT0006689,EMP0558,5,2024,21,3,19,0
ATT0006690,EMP0558,6,2024,21,3,18,1
ATT0006691,EMP0558,7,2024,19,2,20,3
ATT0006692,EMP0558,8,2024,22,2,18,1
ATT0006693,EMP0558,9,2024,18,0,6,2
ATT0006694,EMP0558,10,2024,21,0,10,0
ATT0006695,EMP0558,11,2024,19,1,8,2
ATT0006696,EMP0558,12,2024,19,3,14,2
ATT0006697,EMP0559,1,2024,20,3,15,1
ATT0006698,EMP0559,2,2024,18,0,12,3
ATT0006699,EMP0559,3,2024,18,0,3,2
ATT0006700,EMP0559,4,2024,18,2,12,2
ATT0006701,EMP0559,5,2024,22,2,7,3
ATT0006702,EMP0559,6,2024,18,0,11,0
ATT0006703,EMP0559,7,2024,21,2,3,2
ATT0006704,EMP0559,8,2024,20,0,11,0
ATT0006705,EMP0559,9,2024,21,1,10,3
ATT0006706,EMP0559,10,2024,20,2,2,0
ATT0006707,EMP0559,11,2024,20,3,12,0
ATT0006708,EMP0559,12,2024,22,0,10,2
ATT0006709,EMP0560,1,2024,20,2,2,3
ATT0006710,EMP0560,2,2024,19,3,13,0
ATT0006711,EMP0560,3,2024,19,2,9,0
ATT0006712,EMP0560,4,2024,19,0,2,3
ATT0006713,EMP0560,5,2024,22,3,9,3
ATT0006714,EMP0560,6,2024,19,2,9,3
ATT0006715,EMP0560,7,2024,22,3,5,1
ATT0006716,EMP0560,8,2024,19,0,2,2
ATT0006717,EMP0560,9,2024,20,3,10,2
ATT0006718,EMP0560,10,2024,18,2,10,1
ATT0006719,EMP0560,11,2024,20,3,6,3
ATT0006720,EMP0560,12,2024,20,2,0,1
ATT0006721,EMP0561,1,2024,22,1,10,3
ATT0006722,EMP0561,2,2024,22,1,6,0
ATT0006723,EMP0561,3,2024,21,0,10,0
ATT0006724,EMP0561,4,2024,21,2,1,0
ATT0006725,EMP0561,5,2024,19,3,4,1
ATT0006726,EMP0561,6,2024,20,1,0,1
ATT0006727,EMP0561,7,2024,20,0,4,2
ATT0006728,EMP0561,8,2024,22,2,3,0
ATT0006729,EMP0561,9,2024,22,1,7,1
ATT0006730,EMP0561,10,2024,18,1,8,1
ATT0006731,EMP0561,11,2024,21,1,20,1
ATT0006732,EMP0561,12,2024,19,0,8,1
ATT0006733,EMP0562,1,2024,18,3,2,3
ATT0006734,EMP0562,2,2024,21,3,12,0
ATT0006735,EMP0562,3,2024,21,2,12,1
ATT0006736,EMP0562,4,2024,20,1,2,2
ATT0006737,EMP0562,5,2024,18,3,0,1
ATT0006738,EMP0562,6,2024,20,0,11,3
ATT0006739,EMP0562,7,2024,19,0,19,0
ATT0006740,EMP0562,8,2024,21,0,15,0
ATT0006741,EMP0562,9,2024,20,3,5,2
ATT0006742,EMP0562,10,2024,18,2,0,1
ATT0006743,EMP0562,11,2024,19,0,17,3
ATT0006744,EMP0562,12,2024,22,2,14,3
ATT0006745,EMP0563,1,2024,19,2,15,1
ATT0006746,EMP0563,2,2024,22,3,14,2
ATT0006747,EMP0563,3,2024,20,0,0,3
ATT0006748,EMP0563,4,2024,21,1,16,1
ATT0006749,EMP0563,5,2024,20,3,5,3
ATT0006750,EMP0563,6,2024,22,0,2,2
ATT0006751,EMP0563,7,2024,18,3,1,3
ATT0006752,EMP0563,8,2024,22,1,16,2
ATT0006753,EMP0563,9,2024,18,2,0,1
ATT0006754,EMP0563,10,2024,18,1,13,0
ATT0006755,EMP0563,11,2024,18,1,7,3
ATT0006756,EMP0563,12,2024,21,2,14,0
ATT0006757,EMP0564,1,2024,18,1,7,2
ATT0006758,EMP0564,2,2024,18,2,3,2
ATT0006759,EMP0564,3,2024,20,0,1,2
ATT0006760,EMP0564,4,2024,20,3,3,1
ATT0006761,EMP0564,5,2024,22,1,13,3
ATT0006762,EMP0564,6,2024,21,3,11,2
ATT0006763,EMP0564,7,2024,20,2,12,1
ATT0006764,EMP0564,8,2024,18,1,7,3
ATT0006765,EMP0564,9,2024,18,0,9,1
ATT0006766,EMP0564,10,2024,20,3,7,0
ATT0006767,EMP0564,11,2024,20,0,14,0
ATT0006768,EMP0564,12,2024,19,3,11,0
ATT0006769,EMP0565,1,2024,22,0,9,3
ATT0006770,EMP0565,2,2024,22,3,1,3
ATT0006771,EMP0565,3,2024,19,2,14,2
ATT0006772,EMP0565,4,2024,18,0,1,2
ATT0006773,EMP0565,5,2024,20,2,4,0
ATT0006774,EMP0565,6,2024,18,3,14,2
ATT0006775,EMP0565,7,2024,19,0,17,3
ATT0006776,EMP0565,8,2024,22,3,9,2
ATT0006777,EMP0565,9,2024,18,1,18,0
ATT0006778,EMP0565,10,2024,21,3,13,2
ATT0006779,EMP0565,11,2024,18,2,1,0
ATT0006780,EMP0565,12,2024,20,2,18,3
ATT0006781,EMP0566,1,2024,18,3,4,3
ATT0006782,EMP0566,2,2024,21,2,16,3
ATT0006783,EMP0566,3,2024,21,2,8,1
ATT0006784,EMP0566,4,2024,18,1,17,0
ATT0006785,EMP0566,5,2024,21,3,18,1
ATT0006786,EMP0566,6,2024,18,1,17,1
ATT0006787,EMP0566,7,2024,21,3,12,3
ATT0006788,EMP0566,8,2024,20,0,12,3
ATT0006789,EMP0566,9,2024,21,0,9,3
ATT0006790,EMP0566,10,2024,19,1,10,0
ATT0006791,EMP0566,11,2024,19,0,15,0
ATT0006792,EMP0566,12,2024,18,3,7,0
ATT0006793,EMP0567,1,2024,19,2,6,0
ATT0006794,EMP0567,2,2024,19,3,19,0
ATT0006795,EMP0567,3,2024,20,1,5,0
ATT0006796,EMP0567,4,2024,20,3,8,0
ATT0006797,EMP0567,5,2024,22,2,4,1
ATT0006798,EMP0567,6,2024,22,3,4,1
ATT0006799,EMP0567,7,2024,22,0,1,0
ATT0006800,EMP0567,8,2024,20,1,10,1
ATT0006801,EMP0567,9,2024,22,2,4,3
ATT0006802,EMP0567,10,2024,22,0,15,0
ATT0006803,EMP0567,11,2024,20,2,5,0
ATT0006804,EMP0567,12,2024,22,2,3,3
ATT0006805,EMP0568,1,2024,19,3,0,2
ATT0006806,EMP0568,2,2024,18,2,20,3
ATT0006807,EMP0568,3,2024,19,0,1,1
ATT0006808,EMP0568,4,2024,19,1,16,2
ATT0006809,EMP0568,5,2024,21,3,7,3
ATT0006810,EMP0568,6,2024,22,0,6,2
ATT0006811,EMP0568,7,2024,21,1,15,0
ATT0006812,EMP0568,8,2024,22,1,16,2
ATT0006813,EMP0568,9,2024,20,3,0,2
ATT0006814,EMP0568,10,2024,20,2,9,3
ATT0006815,EMP0568,11,2024,19,3,8,2
ATT0006816,EMP0568,12,2024,21,0,19,0
ATT0006817,EMP0569,1,2024,22,0,6,3
ATT0006818,EMP0569,2,2024,22,3,17,0
ATT0006819,EMP0569,3,2024,19,0,16,2
ATT0006820,EMP0569,4,2024,22,3,4,2
ATT0006821,EMP0569,5,2024,22,0,18,1
ATT0006822,EMP0569,6,2024,22,3,14,1
ATT0006823,EMP0569,7,2024,22,0,5,3
ATT0006824,EMP0569,8,2024,19,3,17,0
ATT0006825,EMP0569,9,2024,18,2,12,0
ATT0006826,EMP0569,10,2024,20,2,14,0
ATT0006827,EMP0569,11,2024,21,2,3,1
ATT0006828,EMP0569,12,2024,18,1,15,0
ATT0006829,EMP0570,1,2024,21,1,7,3
